,item,condition,top_rated,reviews,watchers_or_sold,buy_now_extention,delivery,bids
30,"{'title': 'DELL S2721H 27 Inch Widescreen LED FULL HD IPS Monitor', 'link': 'https://www.ebay.com/itm/225064735045?hash=item3466e75145:g:QtYAAOSwr4hixzo6&amdata=enc%3AAQAHAAAAoI0k1O9%2F8sWFnlBU2kp97qh47r9THVLwwwpfZ%2FwwI%2BIvIhz1atxHEtXGmtejb4POqg1abQcPiuh4p9ScC7wZcTUGOJOyxcwOpCvVGbR12Qq9DhoNkSM6fYmPzH36jc%2Bq%2F0PrnOadl3bufmcioLJLEYy3IEGnDu2DvBxKK0j8w3yZAszc%2FK8J7%2FRbV%2FWVBFh1xy0O2LctPsWwuuB9P6UGdJM%3D%7Ctkp%3ABk9SR7Tmr8_wYA', 'price': '$145.00'}",Open Box,False,,Almost gone,or Best Offer,"{'shipping': 'Free shipping', 'location': None}","{'count': None, 'time_left': None}"
31,"{'title': 'Dell P2219H 21.5 in. Full HD 1920 X 1080 LED LCD IPS Monitor HDMI - DisplayPort', 'link': 'https://www.ebay.com/itm/225170240739?epid=16030518424&hash=item346d3134e3:g:XbwAAOSw7xBjKO5Q&amdata=enc%3AAQAHAAAA4BwQX989RbB8lV34UQiYHBVk%2FzfzFSR6IZQNXJi8Z9Yc7zkpHV0DqEvoTtV7hBAdxedFAR%2Fh5OpL68NQDnF%2F5Mo1z8K4xfq6%2FfZxb5HLo3u6wLybnIRugkhgmN%2BzCb6QNzJhK4s6NCd8wm1vBJbmLYgcnQ54v2kom%2F3qdmTS%2Fbw6kEBB3BnTQrxs40V%2B7mV1An0rZ4v5gCF%2B%2FBo9Cq67btDmB2E8WhKppEZv4CE3L1r0%2BKIJ0XmGNLKks%2BFyIgxPIcpNnNraWzD4Zf%2FquqTcJxCu3Uuz0II8Z62%2BS1HjGDc%2F%7Ctkp%3ABk9SR7Tmr8_wYA', 'price': '$94.99'}",Refurbished,False,43,,or Best Offer,"{'shipping': None, 'location': None}","{'count': None, 'time_left': None}"
32,"{'title': 'Dell P3421W Curved LCD IPS Computer Monitor 34"" Widescreen 3440 x 1440 *', 'link': 'https://www.ebay.com/itm/394253096131?epid=28042569130&hash=item5bcb50d4c3:g:EzYAAOSwMzdjK1Kn&amdata=enc%3AAQAHAAAAoEh%2FPRSSKRqVuPofyY4tqJwlALVWJWyyR1Z8faBDAyg7ZJcn0DAJsTrateYKMJ6vSz5uVi47gIcrJDmdQtsCRq1nmVeHbj3%2Bm011gSesGuS9%2FSiJM%2FislJvE7csFhfNJsPY43iR01yuB4p1EcdDlRyltVx6CI%2BZP0sbXyAss4fPdFJkvZYrEcmdNuEd2R9adCvHuOtqUbpbdYsParInpm%2F0%3D%7Ctkp%3ABk9SR7bmr8_wYA', 'price': '$177.50'}",Open Box,False,,,,"{'shipping': '+$36.50 shipping', 'location': None}","{'count': '31 bids · ', 'time_left': '1h 28m left'}"
33,"{'title': 'Dell 19"" LCD Monitor for Desktop Computer PC- Working Grade A - QUICK SHIPPING', 'link': 'https://www.ebay.com/itm/334386617677?hash=item4ddafedd4d:g:DfwAAOSwoCddu1nU&amdata=enc%3AAQAHAAAA4Iv7fPX2gweRgy8a000Lt20nhqNyD2mfO0cw4vDsmIMeXyVR%2FfEtGCbtHa2VfvubqD%2FHkKpWD8dEi9LoQbgy45oRZiXhJkNOVdUjXO3yTFxFPCtLibPHsZChd7Sz7XyGfzDb9U%2F%2BTfkYa8ocoTLaanXCJwh6O3Eczo2gIPdrIAgFWL92BACptH4wjc9Tn08RlmJR8JnLdAxwBoBkpm4OLpxVNsYNx21g5kNIzl%2BBqdCOPq54dKkJ9Ac4nBE29WXo7j2MImbC7OP1xgVjDq9dCMO7oY%2FVhBP%2FdntDJoTZZmae%7Ctkp%3ABFBMtuavz_Bg', 'price': '$4.00'}",Pre-Owned,False,,Save up to 6% when you buy more,Buy It Now,"{'shipping': '+$27.00 shipping', 'location': None}","{'count': None, 'time_left': None}"
34,"{'title': 'Dell UltraSharp 24"" Monitor Desktop Computer PC LCD (Grade B) - Lot(s) available', 'link': 'https://www.ebay.com/itm/284548041420?hash=item4240628acc:g:NJAAAOSwhe9dp5TG&amdata=enc%3AAQAHAAAA4LfqX3qbc46KFB3%2BuaXSxhE7floIV5SE4s89ugtk845cqZnouT25oy0J9JHtgZo28Wnze9uC2Hto47Gp4RqXz93p3e1LlKKY9%2FNd2ZH9ZaFpaMlpoCXaHvA2p86yQlnlWC%2FuyIRKKLvisok6tTtimDrCNVHj%2BvMEN7gePHQ7h%2B8wb%2B23Aqh%2FfemLpHu%2FJDXlGOL4Jd46Kktal6Q2Rj00t74zoWp3%2Fe%2FWmFlhhTQXIBJW%2B65sU9ZCwlSFU3QbcqQnlkM2PUNVvSJU2q%2F7RslhhTGRJ77p1aTGulBPlOgvyN4M%7Ctkp%3ABFBMtuavz_Bg', 'price': '$195.00'}",Refurbished,False,,Last one,or Best Offer,"{'shipping': None, 'location': None}","{'count': None, 'time_left': None}"
35,"{'title': 'New ListingDell 27"" Monitor FHD LCD LED IPS 1920 x 1080 60Hz E2720H 16:9', 'link': 'https://www.ebay.com/itm/255749131784?epid=15036761044&hash=item3b8bd60e08:g:xrYAAOSwx1Ri6Dhh&amdata=enc%3AAQAHAAAA4NdiY8sDcvMG5wvROMwisfjpbMpJCwJ%2FwWzSxOHlCM4pBe%2BIKl%2BgGVNiEbjMqp%2B36kiVYoph4AW%2FLxX0sAysKjDVntrduYWgINKiM8NoOCCCWqcszWtr9MsC7hcy311Ef6Hm56QYWzfKBO2QcVTilYLqwbWgTyWkFht%2F2XxDyOYYVgtWMuBLbbuXclH0HHLq35LDhklo8G4QKLTQBqA24IYnegt55yVtzWtXKSttlaO50d4UTJAdUJ3%2BHvt%2FHc%2FBjmE8MHW7YzBt%2FBWySbYYdROGQTiXh5CF2RI9l2IDl8I1%7Ctkp%3ABFBMtuavz_Bg', 'price': '$199.95'}",Open Box,False,2,,Buy It Now,"{'shipping': None, 'location': None}","{'count': None, 'time_left': None}"
36,"{'title': 'Dell P2419H 23.8"" Full HD 1920 x 1080 LED LCD IPS Monitor HDMI, DisplayPort, VGA', 'link': 'https://www.ebay.com/itm/255503478529?epid=17030521662&hash=item3b7d31af01:g:UGIAAOSwNwpiZGbr&amdata=enc%3AAQAHAAAA4IHyJuSSdGr%2F6LQhXutaRMEtRuUZQShW1GcGHuIUa%2BqE4oZEXe8bViqryyfGPgfpwZk3zHXDLHdlf8zniK6mNiAq%2Bu83pVy7saDHkfN9eCihEmZ7VTL%2BGhaAZvZy9kLV8LXZextOi5UQb88NBZ1L%2BuXXLbIv5fuG9pm7yTkX%2Fncd7bAfUnkepKpgKTMfsbaw7%2BFUhb5KvfVHdI07lXOtJCv%2Fe%2FBrjir2V9KSJpq63vHOEqZfVRjnaTO8rVhSYQLl1WGGmt%2FM7%2FHyj%2BlFZqouRF%2FcYvoZBcLynuJfQmd54dHE%7Ctkp%3ABFBMtuavz_Bg', 'price': '$149.99'}",Refurbished,False,15,$10 off $250+ with coupon,Buy It Now,"{'shipping': None, 'location': None}","{'count': None, 'time_left': None}"
37,"{'title': 'DELL U3014T 30"" LCD - No Stand - Grade A - Unit Only', 'link': 'https://www.ebay.com/itm/304300066724?hash=item46d9b287a4:g:NYQAAOSwtKhh3FgJ&amdata=enc%3AAQAHAAAAoFQ02uMXSnvX8Q0ptFvW4Otn7pl79SEcEDUuQzxSRaokH5e2cutldb8Cx3fXyoh7Glc1mQd7hWfrmgUMlGqPhM9QbxZYrnrliSpFrV2TRVQKUuRuxGd4tPGsdY3uzv2Dm84p3Xd%2FTpA97jm55QDj5MRnlK25mxUHyYe1pmDrbEXN79Ubkiocae0R4JDM7bJEYu1gP%2BLV2pv2OAmxBOH0D3o%3D%7Ctkp%3ABk9SR7bmr8_wYA', 'price': '$139.99'}",Pre-Owned,False,,,or Best Offer,"{'shipping': '+$35.00 shipping', 'location': None}","{'count': None, 'time_left': None}"
38,"{'title': 'New Listingdell p2317h', 'link': 'https://www.ebay.com/itm/354303236801?hash=item527e1e5ac1:g:IJcAAOSw0tJjNGbv&amdata=enc%3AAQAHAAAAoLq%2BsArOUqx9s%2F%2Bgkkezu%2FZzS2MkrRN%2FqWmxlA2gNaBM3OndPsxeoQyIVmDTKschxk%2FqHXlf0LeFac5CmfqDyho0KIDlvV3urIEwGNYIaE2taVWwhGjCemiPRZHkdSj%2BFm4kYl8Z3PYZi%2FLty0WQvOAMiP%2Fp9jlSmlPx%2Byo7rejxdgONV%2B2ZwiK%2FsEpRRHz4JoH9VzEjFJClDcX39jhvDMA%3D%7Ctkp%3ABk9SR7bmr8_wYA', 'price': '$99.00'}",Pre-Owned,False,,,or Best Offer,"{'shipping': '+$21.50 shipping', 'location': None}","{'count': None, 'time_left': None}"
39,"{'title': 'Dell U2422H IPS Computer Monitor 23.8"" 1920 x 1080 Full HD *', 'link': 'https://www.ebay.com/itm/334568158443?epid=9047472601&hash=item4de5d0f4eb:g:Ms4AAOSwokJjK2GZ&amdata=enc%3AAQAHAAAAoNrBtcLLJd4IE%2BcTuCd%2FjCHfcGhZOVcNEk5qE16rz58Imk4m9vlCpIkm%2FVVK4frNIQXk6tm%2Bcn3nQB6RqwSHN5IiWO8tnykQz%2BE58UL5Sb6oXFgOaJgKaiZ9X5r3JYjueInFDoTwr2AIyo6cO854TCz%2BO3EtkByjqDD1hYuwqpxSxGxsC5mJ%2FdSD7SQyRIKIu%2BLUzHxdXdY1TkIuSHB%2F5DE%3D%7Ctkp%3ABk9SR7bmr8_wYA', 'price': '$61.00'}",Open Box,False,1,,,"{'shipping': '+$19.49 shipping', 'location': None}","{'count': '16 bids · ', 'time_left': '2h 32m left'}"
40,"{'title': 'New ListingDell 22"" Monitor P2214HB', 'link': 'https://www.ebay.com/itm/354303245021?hash=item527e1e7add:g:WgcAAOSw-~djNGis&amdata=enc%3AAQAHAAAAoIDUwK9OgngsRi4Lmha8fTxEG%2B59IGS0JSWfoN21fjB9i2RQfyXyQuPpAFhJ4SLUQqhEQx0bSinxvuz17pz63bvawgRyDuBJAVyqdWxSqYAC1ccMzDyZONqiwQ7LCIaiCUiQy%2FgQ9%2Byj%2Bl9B5A0f4qfAyidCihVs3%2FOm8E0ShZXHe3fGnjpmuSPXQ0Iz6Z4yxfKuQiuu0bvdn7bCujIiRq0%3D%7Ctkp%3ABk9SR7bmr8_wYA', 'price': '$100.00'}",Pre-Owned,False,,,or Best Offer,"{'shipping': '+$16.10 shipping', 'location': None}","{'count': None, 'time_left': None}"
41,"{'title': 'Major Name Brand Refurbished LCD Monitors - Grade C', 'link': 'https://www.ebay.com/itm/234637601866?hash=item36a17dac4a:g:N7EAAOSwTYhi4J92&amdata=enc%3AAQAHAAAAoNbpmAJEDZpfkrra0g35u%2F6Mgt0nBhBbAqD%2Ffkje5UU8OU7V5K0EOlnrIaYTTQVgt8C75SgCFb%2FLA7%2FQEZ1nC3wxWSbZaTClkoEZNdsv9J6ZjfwEczLliuRiKIZ1Me52AC0zs2yFuxmzcHe3RvKV0noimWaokTo%2FhW2O8ZK2dpzxixs0quQ45RWKac0GFkrF%2FcD5LrLdKI88VGrHzy1pmM0%3D%7Ctkp%3ABk9SR7bmr8_wYA', 'price': '$29.99 to $39.99'}",Pre-Owned,False,,,Buy It Now,"{'shipping': 'Free shipping', 'location': None}","{'count': None, 'time_left': None}"
42,"{'title': 'Dell P2314Hc Monitor w/ Stand Speaker and Cables', 'link': 'https://www.ebay.com/itm/394018492449?hash=item5bbd551021:g:DC8AAOSwJ4ZjDk8H&amdata=enc%3AAQAHAAAAoLxsTIC%2FrZfR1jUMHKL4fDiLa3jMyLp1DkekKYq64W0FlBtTPM1mSaBdNZt0YEGMby7tRJZ4mfV6nwb1vLTPJAslD8h47mOmcWr7KA5T0Vm10bslxIcF7okjFu%2B8PD6MDAfKqGu8NmAPwAUuoxj2a204Kq6ZxX0uPzkwwbk%2BFQHRnh8hfWso98NuSra360Ht%2Fefbhm%2FcVJT1ezqq%2FUCDkqA%3D%7Ctkp%3ABk9SR7bmr8_wYA', 'price': '$49.99'}",Pre-Owned,False,,,or Best Offer,"{'shipping': None, 'location': None}","{'count': None, 'time_left': None}"
43,"{'title': 'Dell UltraSharp 24 inch LCD Monitor with Power cable and  VGA cable', 'link': 'https://www.ebay.com/itm/334093133053?hash=item4dc980a4fd:g:cvYAAOSwOIlb0NGY&amdata=enc%3AAQAHAAAA4HvwRI%2BS8FpOUqxnaBONWf%2Bf5iAMl4Dfgpdo8nEOyMDUizjoFmAC%2F1duc5H6C3lfMYvlGbsc68vDHWxJ0dzSVq0RRN0SiTjNIgAHsNrpcb%2BxdtJsHTdhGx7rH0XpZsCA5GvTFKbLx5TpvPDZidcPxgIYvY5knbAVDcbPHDwqzI1zcmD0y06NztCfTFe7RWZtncePN%2Bv%2FE6B2bJzxTl4UrOL0kioLqHWRsvMqETlrkmoCbKjTU%2FnHRN4L6ziKFBbNzI9LSHjYsfAJfTSVLiAVgEPDLdD5CgVOniklDZd9kVVT%7Ctkp%3ABFBMtuavz_Bg', 'price': '$99.99'}",Refurbished,False,,$10 off $250+ with coupon,Buy It Now,"{'shipping': None, 'location': None}","{'count': None, 'time_left': None}"
44,"{'title': 'Dell P2715QT 27"" IPS LED 4K UHD Monitor 3840 x 2160 HDMI Displayport W/Stand', 'link': 'https://www.ebay.com/itm/234557838322?epid=210494154&hash=item369cbc93f2:g:qUsAAOSwaLZigouZ&amdata=enc%3AAQAHAAAA4GYlItEGgdql%2FRMrVLkQjuQbKOj%2FJjdQmnFeReqEmgWeq3DHIqwVVTJCG7Ate%2FmmA%2FAXVP5fBzmUd7KTceAWju5XNetEOX8CWlr7aGL1wu%2BWjvSMTJyCqyNGLbLhyKOWJymB1bHQLm69lTSnM2tCpsTXdciwuNmR%2BXA0J0MGJIXSPO2mFmr%2B%2BLKCl7BR5mAtVaSi5up2PFHaZvLTySPBidN85BNRF%2FOTcLn2PioNHgKyYefYL2uv0YdjBEmHvanCxkvklOqmTddk%2FB%2FFRGVp2cHRJTU2ZekgTnbkDoN0uz6d%7Ctkp%3ABFBMtuavz_Bg', 'price': '$289.99'}",Refurbished,False,43,$10 off $250+ with coupon,Buy It Now,"{'shipping': None, 'location': None}","{'count': None, 'time_left': None}"
45,"{'title': 'Dell UltraSharp 19"" inch HDMI Desktop Computer PC LCD Monitor With cables Lot', 'link': 'https://www.ebay.com/itm/274831459230?hash=item3ffd3b439e:g:oKMAAOSwi8ZgxkjK&amdata=enc%3AAQAHAAAA4EdGqtLwdj8%2BNUs%2B2wHh3dsDlOJ3LsSSHZ%2BZimCZOVuAbOSakF7FhfPeXFvmIgpYwQII4tbnTudoi9YfWKg9RBzi02U1mePVxCLJT%2BV1wRWu3DE%2F8NgzQZVsQqpqxaEjVSrmlDOTfy2t7r5MwgDKL%2Bkw1kOmJEBpyZznzwIlrJIna92YtUf3QhJcIKhFTZiILO6FdQiXmVh3UO25%2FapT9epSNUvVUT%2BWqNGwKdLgL03%2FHReOmrqQWJBRKjGfuo%2FQ8JDLEEr3xysGu5%2Bg0xd4SDUhpiH%2BA4DxxefnGNIDbwzg%7Ctkp%3ABk9SR7bmr8_wYA', 'price': '$56.99'}",Refurbished,False,,,Buy It Now,"{'shipping': None, 'location': None}","{'count': None, 'time_left': None}"
46,"{'title': 'Dell 27 inch Monitor P2722H', 'link': 'https://www.ebay.com/itm/314153497231?hash=item492501f28f:g:oDwAAOSwuWZjKJhp&amdata=enc%3AAQAHAAAA4KXQwt8vT48Rhkl7yhp5rCDr%2BrkDBaEO7Vm6dB7sQ9QC6tmSv%2BeGEcTzhXBf8yEY2%2BZ4aEQV3v48azBMlY7Fx5R3GjOE%2Fv7TeFpcFe0ROxo5PpQr16SYLYVn21x9P39U9GeGJ6opiU4K6uAlIdiOdKbDBoYxNsB9Un2Yu8GA0Oeccw4MIG57ZjP10fZSUTNOtC2jYcx3xE0QntgZaaNfE0j6ozsOJJlngM5r3ZvlYPxn5QLf5RCtV0I1%2B7AB7Qltlvptx5n4TrRxf4br%2FhKi3%2F4C7ujETEQPnidkjODw3kK1%7Ctkp%3ABk9SR7bmr8_wYA', 'price': '$149.99'}",Pre-Owned,False,,,or Best Offer,"{'shipping': '+$29.99 shipping', 'location': None}","{'count': None, 'time_left': None}"
47,"{'title': 'Dell UltraSharp 19"" inch WIDE HDMI Desktop Computer PC LCD Monitor With cables ', 'link': 'https://www.ebay.com/itm/284449624926?hash=item423a84d35e:g:PpEAAOSw0PNhZH9A&amdata=enc%3AAQAHAAAA4DxTbYRzIoQuNGhI67ssiOr1b42IY8Iw1v%2BXmFj%2FIy93YtsVZ4A%2B5UGNNcFJe%2BWLrSQ4uV2onZsjFv679s1KJJJhB8bzkE2umiytuOHR%2BSAY%2FQmmdhANa81EsieZinHUofHYgrplooyvoMHmu4B9phFEiU8q7jobmEobFLk%2BJdkLRA71wPvJJNSD7ub2%2FPsI%2FlqjyQOmOCZpM7dP5KNnpnr9UT%2FD6iI%2F8Wsv68KpJMVbdnPAUPF2mz%2BHq%2BEQKvJiKySb7oaucqLuD6ksKCut1tdN7OYNQJRqP%2FEuAM4XAakw%7Ctkp%3ABk9SR7bmr8_wYA', 'price': '$56.99'}",Refurbished,False,,,Buy It Now,"{'shipping': None, 'location': None}","{'count': None, 'time_left': None}"
48,"{'title': 'New ListingDell 24 Monitor SE2419H LED FHD 1920 X 1080', 'link': 'https://www.ebay.com/itm/354303250355?epid=19034504429&hash=item527e1e8fb3:g:SKYAAOSwWr1jNGoZ&amdata=enc%3AAQAHAAAAoD4qCd2XH5%2BQdugcANY7dGrhOp3PEGsnK%2FxnJvckvTu%2FSlwFF%2Be%2B%2BJOzL%2BeMaVEapcUB%2BthzqvDRoVeiSQm5qkIYqizW0hghQSXJPhsEv6yQcAP%2FYYEiY3ACpfM5w3Tslv6RT4vbcyFgnntiT3Mnrnfbh2FlufO1G4MAYkoPQwq8RFWOo5EtnfrGBOrLiUIXQVOvTv09CoBkLXBF6Tve5yk%3D%7Ctkp%3ABk9SR7bmr8_wYA', 'price': '$100.00'}",Pre-Owned,False,14,,or Best Offer,"{'shipping': '+$47.65 shipping', 'location': None}","{'count': None, 'time_left': None}"
49,"{'title': 'Dell UltraSharp 22 inch LCD HDMI Monitor with Power cable and VGA cable Grade A+', 'link': 'https://www.ebay.com/itm/274984084293?hash=item4006542345:g:hicAAOSwrYVhZloJ&amdata=enc%3AAQAHAAAA4PBx4kNvQfDxzZrHm7L4GKY0OjKmi5xTupgd%2B2bohzQqKvxAuKVgv%2BOX6%2FqyzyusXXnn3otYxh0in2bsMe6zh7HNOU7BYHpj89Q7nvRlKWxyODvpRIU5%2F52GQ20X6k8owcRB7UbzGpypFtAmS2JvR8zIprcZlBZwse8THVKa7H6l0rC8rAd2dqGiUKoB3NtMZhDA6A5fN7Ip2DoRXb1Cfji%2FvCVQN96ZnBWcIbLkwc8yHs4QcTzsDC9IrfY6RG3rUIYCcrmKlk0ZvBWbPfChCb59wWcWukvLGtovTa8AqSUI%7Ctkp%3ABk9SR7bmr8_wYA', 'price': '$72.50'}",Refurbished,False,,,or Best Offer,"{'shipping': 'Free shipping', 'location': None}","{'count': None, 'time_left': None}"
50,"{'title': 'Dell S2716DG Gaming Monitor', 'link': 'https://www.ebay.com/itm/385135869423?epid=222467049&hash=item59abe2fdef:g:ETEAAOSws9RjMSgX&amdata=enc%3AAQAHAAAAoLSBWhTDJo5%2BYq%2B6qKEc41RHctG1eIujoQFxPMd86Sd7kkhb5dwO2X%2F25cUILb2JFlQbWUPFvVZWcQE2hYsWMQGzJUnWoL8uJpzHEZR6B0cdwUxN3zjmB73qntQP1tqDqSFQ871ZohoY0%2F1tDspPeL%2Fk%2FtFH0JzWOLQa8ZY0Y%2FG53Srje7Wd8cmCFs8eBdW7D%2F26zNpdf93reQISeiK%2BC6s%3D%7Ctkp%3ABk9SR7jmr8_wYA', 'price': '$91.00'}",Pre-Owned,False,39,,,"{'shipping': 'Free shipping', 'location': None}","{'count': '5 bids · ', 'time_left': '4d 11h left'}"
51,"{'title': 'Dell Ultrasharp U2718Q 27"" in. 4K LED Backlit IPS Monitor', 'link': 'https://www.ebay.com/itm/155159133057?epid=13032163543&hash=item2420347b81:g:KIEAAOSwGidjH2H3&amdata=enc%3AAQAHAAAAoEOe5zuIGekKhtqMgFC3l2zbdj3VI48S4NwfVzjXoohGg%2B%2FzIjFUyBO3eIi7IOtMdiQ0vkkYRHiuyFWecjjqHl%2B83k6GekeVGEwqmjj1fpGhb5B0re1RBijltOl9hlsmt5UTfWfwu4NsfmYaI0I%2B6MorEeIf5RnFhToo6SsD%2B9AanHptoplkr2HeP0%2BFmyhNkg7l6ExYWxeBYODB5zfPchY%3D%7Ctkp%3ABk9SR7jmr8_wYA', 'price': '$259.99'}",Pre-Owned,False,34,,or Best Offer,"{'shipping': '+$90.26 shipping', 'location': None}","{'count': None, 'time_left': None}"
52,"{'title': 'Dell U2412M 24"" Widescreen 1920x1200 LED Backlit LCD Computer Monitor Grade B', 'link': 'https://www.ebay.com/itm/202868023637?epid=1000607097&hash=item2f3be06155:g:IvgAAOSwrLBicWR9&amdata=enc%3AAQAHAAAA4K26TwD%2FhIa9ZxXCqxhKBmFT0vWwUYJG5pwMsAxMwK2Nq9wEKJf4t%2BSg4E1F8UGjIlzjUaZitmhQq3D1SINpUpbh1LFUQ9u6pwlCAts9%2FAlKqA96TAzP0dH9j4sEcr0EFZ7qKUF59cb3YMvBB%2F9CRp0jNKU51rnS2R3NDLwiyZppTu7OICxjuyABP02ECXBbcrh%2BqctHN7vlJ9lvJcBcZ9u6pChpWbHXV3sRnv8RQegMIUvlFIlP2QXVTDqBRylGcLu6fOPfgQ9OOAGk6TGvsZChFjnb4l%2BmsiC0xIm2LcVG%7Ctkp%3ABk9SR7jmr8_wYA', 'price': '$109.99'}",Refurbished,False,10,"Buy 2, get 1 20% off with coupon",Buy It Now,"{'shipping': None, 'location': None}","{'count': None, 'time_left': None}"
53,"{'title': '(Lot of 2) Dell Ultrasharp U2417H 23.8"" 1080p LCD Monitor - Black | C1185DS', 'link': 'https://www.ebay.com/itm/334547992160?hash=item4de49d3e60:g:AzoAAOSwjyNjD86j&amdata=enc%3AAQAHAAAAoPQLZpuumb4N81kkqMOnrZnUYJOAw%2FlGxGwOazJ4MlqTJEW2vbual9OT9h3u14Pjh0uYioCA2szujY621R%2B0H0kM4UV3gLXWdcg4hef2A%2BrQcVH%2BDAcBwXFx%2FvVPAeQyfdDUGw9Jv2OjGshiqmNiusZWhY6VBxGW3K0hC%2BwjCCbgsd9rxv73IigZlktvM7WNAI0BR%2By1X%2FoETLnI5uqTv9A%3D%7Ctkp%3ABk9SR7jmr8_wYA', 'price': '$189.99'}",Pre-Owned,False,,,or Best Offer,"{'shipping': '+$49.99 shipping', 'location': None}","{'count': None, 'time_left': None}"
54,"{'title': 'Dell P2418HT 24"" LED LCD Professional Full HD IPS Touchscreen Monitor - NO STAND', 'link': 'https://www.ebay.com/itm/284935336304?epid=9032156419&hash=item4257783170:g:fdoAAOSw63Bi~Qyb&amdata=enc%3AAQAHAAAA4HA630REROlpuyhzFBtQaCvD404xo425dO4G6Gu73Y1OgTQVo1L9qimaM4k%2BnELI%2BoQ8YTdD8VnMtQ9U70SA5KOf9MCdIvUP926kxnAaAXd8mZa2ypdRDo%2ByHeUR8IegzG%2BclrNffWMi3%2F9zX9L71SwT88ZgBNE1V6ECig6SW8v0j35QgbgYahMW0DBda1je7D6jkinE9yPdtLzm359tOyqig8WiGHvl1NevFe5jSPZa5EmZHpSYFuu6xpQjMUv6Chj8HdJNmnsmhv%2FpAOvI2ZGl6K%2Fjcv8J1qeMa9S%2BOZVJ%7Ctkp%3ABk9SR7jmr8_wYA', 'price': '$229.99'}",Refurbished,False,7,Save up to 15% when you buy more,or Best Offer,"{'shipping': 'Free shipping', 'location': None}","{'count': None, 'time_left': None}"
55,"{'title': 'New ListingLOT OF 2 Dell U2415B WUXGA 24"" (1920x1200) HDMI PORT IPS LED-Backlit Monitor', 'link': 'https://www.ebay.com/itm/363995193809?epid=6023069899&hash=item54bfcde1d1:g:H9QAAOSwq~JjMzkB&amdata=enc%3AAQAHAAAAoI5pY3v7UbGyzK3FMMjnsmMMQkQR0Anl6Wyvzs1y3tZim2yJtkKHhjfiVqMkJ5Mq8KytB6ziog63VtwJH3y20grkw4mq1ikMylFK1tGs0t0hztdqKkBFNz4r5UvR%2FABFFYNwGRWo%2F49jn4wt4bGKoIKFPnJ5u4UZoYb2FNzxz3pKJJdL1kXmhLrEtbtPjMyoOjHr9QPi4uHyNKUW9K1jkIQ%3D%7Ctkp%3ABk9SR7jmr8_wYA', 'price': '$199.99'}",Pre-Owned,False,59,,Buy It Now,"{'shipping': None, 'location': None}","{'count': None, 'time_left': None}"
56,"{'title': 'Dell U3219Q UltraSharp USB-C IPS Computer Monitor 31.5"" 3840 x 2160 4K UHD *', 'link': 'https://www.ebay.com/itm/394253099633?epid=26031753550&hash=item5bcb50e271:g:~u8AAOSwQutjK1MU&amdata=enc%3AAQAHAAAAoKzeiSA4XlfiaLpEq5Og5VIvmZNZlL4suFSVx36gMkAelp7HwsLdXmGcakebRTBec%2BVoNj4fLJnulkTOHTNtX5mpVF91uIPAlHYsyQtXhSasSjGRR9KpfizpsksLaVYk6DOwyywec4jUNnQGCp7FDEvaVAQrqoqpeE%2F9OlGKaOO5R6xSoETC6%2FT5Y6Ah9cmBAkXRhn%2B92fENK5sBw%2FwJ2no%3D%7Ctkp%3ABk9SR7jmr8_wYA', 'price': '$267.00'}",Open Box,False,9,,,"{'shipping': '+$40.69 shipping', 'location': None}","{'count': '52 bids · ', 'time_left': '1h 30m left'}"
57,"{'title': 'Dell D2721H LED Backlit Computer Monitor 27"" 1920 x 1080 *', 'link': 'https://www.ebay.com/itm/334568157948?epid=22042183466&hash=item4de5d0f2fc:g:3DMAAOSwafdjK2Fq&amdata=enc%3AAQAHAAAAoMnYYd4EoJLjAy2Y1%2B6ACKqzWd%2BqawDOXkQxmx%2BAR80c7CSvCCrstnqWeorZzNHvSWIdqoAiHqwNbRslhMs7Ky9wFlopjWwa5fPm%2Bm7UnqnalpOxOd%2FkK%2B%2Fq5l9W2PaAXs2gT0zElHtGBSNplaGInqPe2EevG1cBCvkOZVaUdPGCHvWcxEHl1e6vcpmH7q7dNBO4ZqHo%2F2dDdcWhpsoyfhE%3D%7Ctkp%3ABk9SR7jmr8_wYA', 'price': '$43.00'}",Open Box,False,7,,,"{'shipping': '+$19.49 shipping', 'location': None}","{'count': '14 bids · ', 'time_left': '2h 31m left'}"
58,"{'title': 'Dell P2219H 21.5 in. Full HD 1920 X 1080 LED LCD IPS Monitor', 'link': 'https://www.ebay.com/itm/374267030102?epid=16030518424&hash=item57240daa56:g:fAkAAOSwglNjJOnc&amdata=enc%3AAQAHAAAAoM%2FTSwcwEvP1f1EJNtNJjFopTMxHvyj%2FzwWo3PsQXqTu%2Bjfz88k4nUdalWKQKuB0r8hEP%2F6i7FejqMwTYEDoYQAAm3cRyLuYbhKJYODfwU5VfuVqzBp7sAnR%2FH0IbcH2QyRuxwU99R3BK68N%2BpevvPgJW0jcHQJTEwz%2FLpF4UMcOO3G%2FCzzzG%2BAmN4%2BFbWehsLTAhKFiYDZLaOTYyY3K0mE%3D%7Ctkp%3ABk9SR7jmr8_wYA', 'price': '$100.00'}",Brand New,False,43,,,"{'shipping': '+$68.15 shipping', 'location': None}","{'count': '0 bids · ', 'time_left': '17m left'}"
